split,class,file_name,file_path,phash
train,Acral_Lentiginous_Melanoma,1124-Subungual_Melanoma-642x361-slide3_jpg.rf.0dac8bb63db59e791970223a68db4b3e.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\1124-Subungual_Melanoma-642x361-slide3_jpg.rf.0dac8bb63db59e791970223a68db4b3e.jpg,c673398c32cc67cc
train,Acral_Lentiginous_Melanoma,1124-Subungual_Melanoma-642x361-slide3_jpg.rf.3de4faf4d64a0103c78ab6b6224a21d5.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\1124-Subungual_Melanoma-642x361-slide3_jpg.rf.3de4faf4d64a0103c78ab6b6224a21d5.jpg,c39c39d336e46c8c
train,Acral_Lentiginous_Melanoma,4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.9d151d7348b779653542fc6cd8cfb04f.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.9d151d7348b779653542fc6cd8cfb04f.jpg,c0ca2b81373fca9b
train,Acral_Lentiginous_Melanoma,4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.e50fbd6607bf6a1c7dd7a3804e808c92.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.e50fbd6607bf6a1c7dd7a3804e808c92.jpg,93c76d9c6c188e93
train,Acral_Lentiginous_Melanoma,4494_jpg.rf.36a86d22d015d849dd1cca246c540d00.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\4494_jpg.rf.36a86d22d015d849dd1cca246c540d00.jpg,954a6c63cd626e36
train,Acral_Lentiginous_Melanoma,4494_jpg.rf.41f531ec11b70699f8563986b9fe4fd9.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\4494_jpg.rf.41f531ec11b70699f8563986b9fe4fd9.jpg,906a2f076b3d6939
train,Acral_Lentiginous_Melanoma,4494_jpg.rf.6ff7bf08f66b965df5f0ef4c3cb91031.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\4494_jpg.rf.6ff7bf08f66b965df5f0ef4c3cb91031.jpg,ac40527f179c2f95
train,Acral_Lentiginous_Melanoma,978-3-319-65649-6_2_Fig6_HTML_png.rf.30d6f74b2741f4f7b702e9a4a3f2278b.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\978-3-319-65649-6_2_Fig6_HTML_png.rf.30d6f74b2741f4f7b702e9a4a3f2278b.jpg,c0fd578707870787
train,Acral_Lentiginous_Melanoma,978-3-319-65649-6_2_Fig6_HTML_png.rf.4aa6947b826055c06936954d5def62b7.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\978-3-319-65649-6_2_Fig6_HTML_png.rf.4aa6947b826055c06936954d5def62b7.jpg,d52972857ba43bc4
train,Acral_Lentiginous_Melanoma,978-3-319-65649-6_2_Fig6_HTML_png.rf.db780daffacbe1002fc2b6b965f94cd8.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\978-3-319-65649-6_2_Fig6_HTML_png.rf.db780daffacbe1002fc2b6b965f94cd8.jpg,815d5738572a5e2b
train,Acral_Lentiginous_Melanoma,CuvmX-dWIAAv_PX_jpeg.rf.489e2938110ea64e39008cb97ce0542d.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\CuvmX-dWIAAv_PX_jpeg.rf.489e2938110ea64e39008cb97ce0542d.jpg,947c6161f193d6c6
train,Acral_Lentiginous_Melanoma,hutchinsons-nail-melanoma-Nameer-Al-Sudany_png.rf.bd1235ab3ab9ed9109c4ef4abc5732a1.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\hutchinsons-nail-melanoma-Nameer-Al-Sudany_png.rf.bd1235ab3ab9ed9109c4ef4abc5732a1.jpg,a0bd7f40ca4a3fe0
train,Acral_Lentiginous_Melanoma,images-2_jpeg.rf.0b82ab05e3199fc2d90c01a77d9aace9.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\images-2_jpeg.rf.0b82ab05e3199fc2d90c01a77d9aace9.jpg,e11f18636e266ed8
train,Acral_Lentiginous_Melanoma,images-2_jpeg.rf.3a816d1c560c64d563ecef354b17bc50.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\images-2_jpeg.rf.3a816d1c560c64d563ecef354b17bc50.jpg,c4254a5e697920ff
train,Acral_Lentiginous_Melanoma,images-2_jpeg.rf.910b53e8e95fd8ea08e1434c93b1c5b2.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\images-2_jpeg.rf.910b53e8e95fd8ea08e1434c93b1c5b2.jpg,a0514fc53f2c33a7
train,Acral_Lentiginous_Melanoma,images-3_jpeg.rf.39a9a61b735c0025e6696fa7556995c5.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\images-3_jpeg.rf.39a9a61b735c0025e6696fa7556995c5.jpg,d23d366c61693365
train,Acral_Lentiginous_Melanoma,images-3_jpeg.rf.7007f2a2cfec3a5a7b60d0c8f42c2aa3.jpg,C:\Users\venka\Documents\Project\data\processed\train\Acral_Lentiginous_Melanoma\images-3_jpeg.rf.7007f2a2cfec3a5a7b60d0c8f42c2aa3.jpg,a0ab7f0d4554d672
